slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,is_combined_totalsslug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
morrima02,Markieff Morris,POWER FORWARD,30,LOS ANGELES LAKERS,14,199,11.5,0.516,0.565,0.087,8.9,15.8,12.4,5.4,1.2,2.7,7.7,16.5,0.2,0.3,0.4,0.106,-1.3,-0.1,-1.4,0.0,Falsemorrima02,Markieff Morris,POWER FORWARD,30,LOS ANGELES LAKERS,14,1,199,28,69,13,39,5,6,16,29,8,5,6,6,29,74
morrimo01,Monte Morris,POINT GUARD,24,DENVER NUGGETS,73,1636,14.9,0.545,0.304,0.157,1.6,7.7,4.7,22.1,1.7,1.0,8.1,17.5,2.7,1.1,3.8,0.112,0.4,-0.5,-0.2,0.8,Falsemorrimo01,Monte Morris,POINT GUARD,24,DENVER NUGGETS,73,12,1636,260,566,65,172,75,89,24,113,255,55,17,53,73,660
motlejo01,Johnathan Motley,POWER FORWARD,24,LOS ANGELES CLIPPERS,13,41,28.5,0.774,0.067,0.467,7.8,17.3,12.7,32.9,3.5,0.0,21.7,23.5,0.2,0.1,0.3,0.299,4.8,3.3,8.1,0.1,Falsemotlejo01,Johnathan Motley,POWER FORWARD,24,LOS ANGELES CLIPPERS,13,0,41,11,15,1,1,5,7,3,7,8,3,0,5,6,28
mudiaem01,Emmanuel Mudiay,POINT GUARD,23,UTAH JAZZ,54,850,13.0,0.543,0.266,0.254,2.4,13.5,8.2,20.9,1.4,1.0,17.3,22.6,0.1,0.9,1.0,0.057,-1.8,-0.1,-1.9,0.0,Falsemudiaem01,Emmanuel Mudiay,POINT GUARD,23,UTAH JAZZ,54,2,850,151,327,30,87,63,83,18,108,116,24,10,76,72,395
muldemy01,Mychal Mulder,SMALL FORWARD,25,GOLDEN STATE WARRIORS,7,204,7.8,0.533,0.776,0.179,1.5,11.0,6.1,5.8,0.5,0.4,6.5,16.2,0.0,0.0,0.1,0.017,-3.3,-2.8,-6.1,-0.2,Falsemuldemy01,Mychal Mulder,SMALL FORWARD,25,GOLDEN STATE WARRIORS,7,3,204,26,67,16,52,9,12,3,20,8,2,1,5,20,77
murrade01,Dejounte Murray,POINT GUARD,23,SAN ANTONIO SPURS,66,1687,16.2,0.524,0.174,0.179,4.4,20.1,12.2,23.1,3.1,0.9,15.4,20.8,0.7,2.0,2.6,0.074,-0.9,1.3,0.4,1.0,Falsemurrade01,Dejounte Murray,POINT GUARD,23,SAN ANTONIO SPURS,66,58,1687,294,637,41,111,91,114,69,314,271,111,17,125,143,720
murraja01,Jamal Murray,POINT GUARD,22,DENVER NUGGETS,59,1904,17.7,0.559,0.362,0.207,2.7,11.2,6.9,22.9,1.7,0.8,11.5,25.2,2.8,1.5,4.3,0.107,2.0,-0.8,1.2,1.5,Falsemurraja01,Jamal Murray,POINT GUARD,22,DENVER NUGGETS,59,59,1904,408,894,112,324,163,185,45,191,284,67,17,127,102,1091
musadz01,Džanan Musa,SMALL FORWARD,20,BROOKLYN NETS,40,487,9.4,0.484,0.453,0.349,4.6,13.5,9.1,12.6,1.5,0.2,15.4,20.1,-0.3,0.5,0.2,0.016,-3.5,-0.9,-4.4,-0.3,Falsemusadz01,Džanan Musa,SMALL FORWARD,20,BROOKLYN NETS,40,0,487,64,172,19,78,45,60,21,65,43,15,1,36,30,192
muscami01,Mike Muscala,CENTER,28,OKLAHOMA CITY THUNDER,47,572,12.5,0.569,0.757,0.116,3.2,17.3,10.4,10.1,0.8,1.8,7.9,16.6,0.7,0.6,1.3,0.107,0.1,-0.2,-0.1,0.3,Falsemuscami01,Mike Muscala,CENTER,28,OKLAHOMA CITY THUNDER,47,2,572,77,189,54,143,18,22,16,92,40,9,12,17,58,226
mykhasv01,Sviatoslav Mykhailiuk,SMALL FORWARD,22,DETROIT PISTONS,56,1265,11.2,0.578,0.704,0.173,1.5,7.9,4.7,12.3,1.6,0.3,12.3,17.1,1.0,0.6,1.6,0.06,-0.7,-1.2,-1.9,0.0,Falsemykhasv01,Sviatoslav Mykhailiuk,SMALL FORWARD,22,DETROIT PISTONS,56,27,1265,166,405,115,285,57,70,17,87,106,41,4,61,87,504
naderab01,Abdel Nader,SMALL FORWARD,26,OKLAHOMA CITY THUNDER,55,867,11.3,0.591,0.487,0.251,1.8,10.6,6.4,6.4,1.3,2.0,12.8,17.0,0.5,0.9,1.3,0.074,-1.1,0.2,-1.0,0.2,Falsenaderab01,Abdel Nader,SMALL FORWARD,26,OKLAHOMA CITY THUNDER,55,6,867,123,263,48,128,51,66,14,86,38,23,20,43,78,345
nancela02,Larry Nance Jr.,POWER FORWARD,27,CLEVELAND CAVALIERS,56,1472,17.3,0.608,0.369,0.172,7.9,23.1,15.4,12.3,1.9,1.3,11.5,15.2,2.8,1.1,3.9,0.128,1.4,0.4,1.7,1.4,Falsenancela02,Larry Nance Jr.,POWER FORWARD,27,CLEVELAND CAVALIERS,56,10,1472,229,431,56,159,50,74,106,303,123,56,22,60,91,564
napiesh01,Shabazz Napier,POINT GUARD,28,MINNESOTA TIMBERWOLVES,36,856,13.9,0.539,0.562,0.311,2.0,11.9,6.8,31.3,2.2,0.7,19.1,19.1,0.6,0.6,1.3,0.071,-0.6,-0.2,-0.8,0.3,Falsenapiesh01,Shabazz Napier,POINT GUARD,28,MINNESOTA TIMBERWOLVES,36,22,856,114,283,47,159,72,88,17,93,187,40,7,76,62,347
napiesh01,Shabazz Napier,POINT GUARD,28,WASHINGTON WIZARDS,20,488,13.6,0.573,0.468,0.376,1.9,9.1,5.4,21.7,2.8,0.7,20.5,21.6,0.1,0.3,0.4,0.039,-0.9,-0.7,-1.5,0.0,Falsenapiesh01,Shabazz Napier,POINT GUARD,28,WASHINGTON WIZARDS,20,10,488,74,173,29,81,54,65,9,39,75,29,4,52,39,231
netora01,Raul Neto,POINT GUARD,27,PHILADELPHIA 76ERS,54,668,12.7,0.567,0.396,0.212,1.8,8.3,5.0,20.3,1.7,0.8,16.2,18.7,0.5,0.6,1.2,0.083,-1.2,-0.6,-1.8,0.0,Falsenetora01,Raul Neto,POINT GUARD,27,PHILADELPHIA 76ERS,54,3,668,101,222,34,88,39,47,11,50,95,24,6,47,50,275
newmama01,Malik Newman,SHOOTING GUARD,22,CLEVELAND CAVALIERS,1,4,-11.4,0.347,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,41.5,0.0,0.0,0.0,-0.502,-14.5,-11.2,-25.7,0.0,Falsenewmama01,Malik Newman,SHOOTING GUARD,22,CLEVELAND CAVALIERS,1,0,4,0,2,0,1,2,2,0,0,0,0,0,1,0,2
niangge01,Georges Niang,POWER FORWARD,26,UTAH JAZZ,66,923,11.7,0.589,0.699,0.075,1.9,12.9,7.6,7.0,0.9,0.4,8.3,17.2,1.0,0.8,1.8,0.092,0.4,-0.5,-0.1,0.4,Falseniangge01,Georges Niang,POWER FORWARD,26,UTAH JAZZ,66,1,923,141,322,90,225,20,24,15,112,44,18,5,30,75,392
noahjo01,Joakim Noah,CENTER,34,LOS ANGELES CLIPPERS,5,50,11.1,0.608,0.0,1.0,10.7,22.3,16.6,17.9,0.9,1.8,34.2,14.7,0.0,0.1,0.1,0.096,-4.1,2.5,-1.6,0.0,Falsenoahjo01,Joakim Noah,CENTER,34,LOS ANGELES CLIPPERS,5,0,50,4,8,0,0,6,8,5,11,7,1,1,6,9,14
noelne01,Nerlens Noel,CENTER,25,OKLAHOMA CITY THUNDER,61,1127,20.4,0.711,0.011,0.394,9.2,19.9,14.7,7.6,2.5,6.9,17.3,14.9,2.6,2.3,4.9,0.209,-0.3,3.4,3.1,1.5,Falsenoelne01,Nerlens Noel,CENTER,25,OKLAHOMA CITY THUNDER,61,7,1127,184,269,1,3,80,106,91,209,57,59,91,66,166,449
norveza01,Zach Norvell,SHOOTING GUARD,22,LOS ANGELES LAKERS,2,5,-5.6,0.0,0.0,0.0,0.0,21.6,10.9,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,-0.152,-10.3,-2.5,-12.8,0.0,Falsenorveza01,Zach Norvell,SHOOTING GUARD,22,LOS ANGELES LAKERS,2,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0
norveza01,Zach Norvell,SHOOTING GUARD,22,GOLDEN STATE WARRIORS,3,36,3.7,0.437,0.727,0.091,0.0,15.6,7.5,11.7,2.7,0.0,20.8,17.1,-0.1,0.0,-0.1,-0.075,-6.7,-1.0,-7.8,-0.1,Falsenorveza01,Zach Norvell,SHOOTING GUARD,22,GOLDEN STATE WARRIORS,3,0,36,3,11,3,8,1,1,0,5,3,2,0,3,4,10
nowelja01,Jaylen Nowell,SHOOTING GUARD,20,MINNESOTA TIMBERWOLVES,15,151,10.5,0.471,0.491,0.321,2.0,7.3,4.5,17.8,0.9,0.6,4.7,17.3,0.1,0.0,0.2,0.051,-2.9,-0.8,-3.8,-0.1,Falsenowelja01,Jaylen Nowell,SHOOTING GUARD,20,MINNESOTA TIMBERWOLVES,15,0,151,19,53,3,26,16,17,3,10,19,3,1,3,11,57
ntilila01,Frank Ntilikina,POINT GUARD,21,NEW YORK KNICKS,57,1187,9.8,0.497,0.411,0.177,2.0,9.1,5.4,20.2,2.2,1.3,16.5,15.4,0.1,0.8,0.9,0.037,-3.6,0.4,-3.2,-0.4,Falsentilila01,Frank Ntilikina,POINT GUARD,21,NEW YORK KNICKS,57,26,1187,131,333,44,137,51,59,23,98,172,54,16,71,142,357
nunnke01,Kendrick Nunn,POINT GUARD,24,MIAMI HEAT,67,1962,12.9,0.534,0.428,0.109,1.2,8.7,5.1,18.5,1.4,0.8,10.6,24.1,0.4,1.6,2.0,0.049,-1.0,-1.3,-2.3,-0.1,Falsenunnke01,Kendrick Nunn,POINT GUARD,24,MIAMI HEAT,67,67,1962,401,914,137,391,85,100,21,159,220,56,15,114,152,1024
nurkiju01,Jusuf Nurkić,CENTER,25,PORTLAND TRAIL BLAZERS,8,253,22.6,0.567,0.092,0.321,9.6,24.1,16.9,19.1,2.1,5.4,13.2,24.0,0.5,0.3,0.9,0.164,1.0,0.9,2.0,0.2,Falsenurkiju01,Jusuf Nurkić,CENTER,25,PORTLAND TRAIL BLAZERS,8,8,253,54,109,2,10,31,35,23,59,32,11,16,19,39,141
nwabada01,David Nwaba,SHOOTING GUARD,27,BROOKLYN NETS,20,268,14.0,0.627,0.394,0.38,3.2,14.0,8.7,4.3,1.9,3.7,8.8,14.2,0.4,0.4,0.8,0.138,-1.0,2.0,1.0,0.2,Falsenwabada01,David Nwaba,SHOOTING GUARD,27,BROOKLYN NETS,20,0,268,37,71,12,28,18,27,8,37,8,11,12,8,32,104
onealro01,Royce O'Neale,SMALL FORWARD,26,UTAH JAZZ,71,2049,9.5,0.578,0.668,0.151,1.5,18.8,10.4,11.6,1.4,1.3,13.5,9.6,1.8,2.5,4.3,0.101,-1.3,2.2,0.9,1.5,Falseonealro01,Royce O'Neale,SMALL FORWARD,26,UTAH JAZZ,71,62,2049,158,365,92,244,42,55,27,362,180,59,32,61,202,450
oquinky01,Kyle O'Quinn,CENTER,29,PHILADELPHIA 76ERS,29,313,18.6,0.544,0.318,0.235,12.0,29.0,20.5,22.7,1.1,6.5,17.6,15.7,0.5,0.6,1.1,0.165,0.3,2.7,3.0,0.4,Falseoquinky01,Kyle O'Quinn,CENTER,29,PHILADELPHIA 76ERS,29,2,313,42,85,7,27,11,20,34,82,51,7,24,20,37,102
ojelese01,Semi Ojeleye,POWER FORWARD,25,BOSTON CELTICS,69,1011,7.7,0.562,0.648,0.163,2.8,12.5,7.7,4.7,1.0,0.5,8.3,9.7,0.8,1.0,1.9,0.088,-2.1,0.4,-1.7,0.1,Falseojelese01,Semi Ojeleye,POWER FORWARD,25,BOSTON CELTICS,69,6,1011,80,196,48,127,28,32,26,119,37,21,5,19,80,236
okafoja01,Jahlil Okafor,CENTER,24,NEW ORLEANS PELICANS,30,467,18.3,0.642,0.019,0.383,10.9,18.0,14.4,12.0,0.7,3.9,16.7,19.9,0.9,0.4,1.3,0.133,-0.5,0.3,-0.2,0.2,Falseokafoja01,Jahlil Okafor,CENTER,24,NEW ORLEANS PELICANS,30,9,467,101,162,1,3,40,62,48,79,37,7,22,38,67,243
okoboel01,Elie Okobo,POINT GUARD,22,PHOENIX SUNS,55,719,10.6,0.516,0.392,0.392,2.4,11.6,6.9,21.2,1.6,0.5,15.2,14.8,0.5,0.5,1.0,0.067,-1.9,0.0,-1.9,0.0,Falseokoboel01,Elie Okobo,POINT GUARD,22,PHOENIX SUNS,55,3,719,72,181,25,71,50,71,16,74,115,24,4,38,54,219
okogijo01,Josh Okogie,SHOOTING GUARD,21,MINNESOTA TIMBERWOLVES,62,1547,11.5,0.553,0.387,0.48,5.7,12.8,9.1,8.9,2.0,1.4,15.3,15.1,0.9,1.2,2.2,0.068,-2.4,0.0,-2.4,-0.2,Falseokogijo01,Josh Okogie,SHOOTING GUARD,21,MINNESOTA TIMBERWOLVES,62,28,1547,170,398,41,154,152,191,87,181,99,68,26,87,139,533
okpalkz01,KZ Okpala,POWER FORWARD,20,MIAMI HEAT,5,26,13.7,0.595,0.2,0.4,4.5,16.6,10.8,5.5,3.8,3.8,14.5,11.7,0.0,0.0,0.1,0.118,-1.3,4.0,2.7,0.0,Falseokpalkz01,KZ Okpala,POWER FORWARD,20,MIAMI HEAT,5,0,26,3,5,0,1,1,2,1,4,1,2,1,1,2,7
oladivi01,Victor Oladipo,SHOOTING GUARD,27,INDIANA PACERS,19,528,11.3,0.506,0.423,0.24,1.9,13.6,7.8,15.4,1.6,0.7,14.7,26.5,-0.6,0.6,0.0,0.002,-2.2,-1.1,-3.3,-0.2,Falseoladivi01,Victor Oladipo,SHOOTING GUARD,27,INDIANA PACERS,19,16,528,97,246,33,104,48,59,9,66,56,17,4,47,36,275
olynyke01,Kelly Olynyk,CENTER,28,MIAMI HEAT,67,1300,14.6,0.621,0.588,0.251,3.9,21.6,13.1,13.3,1.7,1.8,13.8,17.4,1.9,1.8,3.7,0.135,0.0,1.0,1.0,1.0,Falseolynyke01,Kelly Olynyk,CENTER,28,MIAMI HEAT,67,9,1300,184,398,95,234,86,100,44,261,116,45,23,71,173,549
onimi01,Miye Oni,SMALL FORWARD,22,UTAH JAZZ,10,109,9.7,0.512,0.594,0.156,5.2,11.7,8.6,5.1,1.8,1.5,10.5,15.3,0.0,0.1,0.1,0.063,-3.2,-1.0,-4.3,-0.1,Falseonimi01,Miye Oni,SMALL FORWARD,22,UTAH JAZZ,10,1,109,12,32,7,19,4,5,5,12,4,4,2,4,9,35
osmande01,Cedi Osman,SMALL FORWARD,24,CLEVELAND CAVALIERS,65,1910,10.7,0.552,0.527,0.154,2.2,11.3,6.7,11.6,1.4,0.7,12.3,16.6,1.0,0.6,1.6,0.04,-1.7,-0.9,-2.6,-0.3,Falseosmande01,Cedi Osman,SMALL FORWARD,24,CLEVELAND CAVALIERS,65,65,1910,266,609,123,321,63,94,39,192,154,54,16,91,160,718
oubreke01,Kelly Oubre Jr.,SMALL FORWARD,24,PHOENIX SUNS,56,1933,14.9,0.56,0.372,0.298,3.8,17.1,10.4,6.6,1.7,1.8,8.2,22.4,1.7,2.1,3.8,0.093,-0.3,-0.3,-0.5,0.7,Falseoubreke01,Kelly Oubre Jr.,SMALL FORWARD,24,PHOENIX SUNS,56,55,1933,373,826,108,307,192,246,67,294,85,71,40,83,192,1046
owensta01,Tariq Owens,POWER FORWARD,24,PHOENIX SUNS,3,15,8.4,0.34,0.4,0.4,14.6,7.5,11.1,0.0,3.2,0.0,0.0,16.7,0.0,0.0,0.0,0.021,-3.1,-2.7,-5.8,0.0,Falseowensta01,Tariq Owens,POWER FORWARD,24,PHOENIX SUNS,3,0,15,1,5,0,2,2,2,2,1,0,1,0,0,1,4
pargoje01,Jeremy Pargo,POINT GUARD,33,GOLDEN STATE WARRIORS,3,44,12.6,0.557,0.318,0.045,2.4,5.1,3.7,33.2,1.1,0.0,15.1,25.7,0.0,0.0,0.0,0.011,-2.8,-3.0,-5.9,0.0,Falsepargoje01,Jeremy Pargo,POINT GUARD,33,GOLDEN STATE WARRIORS,3,0,44,11,22,3,7,0,1,1,2,8,1,0,4,8,25
parkeja01,Jabari Parker,POWER FORWARD,24,ATLANTA HAWKS,32,837,17.2,0.565,0.293,0.183,6.9,17.9,12.3,11.6,2.3,1.5,12.4,24.0,0.5,0.7,1.2,0.068,0.3,-0.3,0.0,0.4,Falseparkeja01,Jabari Parker,POWER FORWARD,24,ATLANTA HAWKS,32,23,837,198,393,31,115,53,72,54,137,58,42,15,60,93,480
parkeja01,Jabari Parker,POWER FORWARD,24,SACRAMENTO KINGS,6,80,26.5,0.638,0.111,0.25,9.6,23.1,16.2,21.5,1.8,1.2,9.1,23.8,0.3,0.1,0.4,0.234,3.5,-0.9,2.6,0.1,Falseparkeja01,Jabari Parker,POWER FORWARD,24,SACRAMENTO KINGS,6,0,80,21,36,1,4,8,9,7,16,10,3,1,4,6,51
parsoch01,Chandler Parsons,POWER FORWARD,31,ATLANTA HAWKS,5,54,5.6,0.389,0.778,0.0,2.0,12.1,7.0,7.5,3.5,1.6,14.3,16.1,-0.1,0.0,-0.1,-0.065,-4.7,-1.4,-6.1,-0.1,Falseparsoch01,Chandler Parsons,POWER FORWARD,31,ATLANTA HAWKS,5,0,54,5,18,4,14,0,0,1,6,3,4,1,3,3,14
pascher01,Eric Paschall,POWER FORWARD,23,GOLDEN STATE WARRIORS,60,1654,14.5,0.571,0.202,0.331,5.2,13.1,9.0,12.7,0.9,0.7,11.4,21.4,1.6,0.5,2.1,0.062,-0.7,-2.0,-2.7,-0.3,Falsepascher01,Eric Paschall,POWER FORWARD,23,GOLDEN STATE WARRIORS,60,26,1654,318,640,37,129,164,212,82,193,127,32,13,94,125,837
pasecan01,Anžejs Pasečņiks,CENTER,24,WASHINGTON WIZARDS,27,437,11.3,0.551,0.026,0.5,10.1,16.9,13.4,5.7,1.0,2.4,14.5,15.8,0.3,0.2,0.5,0.054,-4.1,-1.5,-5.6,-0.4,Falsepasecan01,Anžejs Pasečņiks,CENTER,24,WASHINGTON WIZARDS,27,0,437,61,116,0,3,34,58,42,65,18,9,12,24,75,156
pattepa01,Patrick Patterson,POWER FORWARD,30,LOS ANGELES CLIPPERS,59,776,11.5,0.58,0.738,0.185,4.8,15.1,10.1,7.2,0.4,0.3,7.7,14.7,1.1,0.8,1.9,0.118,0.8,-0.5,0.3,0.5,Falsepattepa01,Patrick Patterson,POWER FORWARD,30,LOS ANGELES CLIPPERS,59,18,776,95,233,67,172,35,43,35,116,41,7,3,21,54,292
pattoju01,Justin Patton,CENTER,22,OKLAHOMA CITY THUNDER,5,24,4.7,0.45,0.4,0.0,4.7,17.9,11.5,12.6,0.0,0.0,16.7,22.0,-0.1,0.0,0.0,-0.063,-6.8,-3.3,-10.1,0.0,Falsepattoju01,Justin Patton,CENTER,22,OKLAHOMA CITY THUNDER,5,0,24,4,10,1,4,0,0,1,4,2,0,0,2,4,9
paulch01,Chris Paul,POINT GUARD,34,OKLAHOMA CITY THUNDER,70,2208,21.7,0.61,0.343,0.315,1.3,15.7,8.7,34.0,2.4,0.4,13.8,23.3,5.9,3.0,8.9,0.193,3.0,1.4,4.4,3.5,Falsepaulch01,Chris Paul,POINT GUARD,34,OKLAHOMA CITY THUNDER,70,70,2208,434,887,111,304,253,279,26,323,472,111,11,161,158,1232
payneca01,Cameron Payne,SHOOTING GUARD,25,PHOENIX SUNS,8,183,15.7,0.612,0.426,0.103,2.4,16.6,9.4,19.5,2.1,1.0,13.4,19.1,0.3,0.2,0.5,0.12,0.5,1.0,1.5,0.2,Falsepayneca01,Cameron Payne,SHOOTING GUARD,25,PHOENIX SUNS,8,0,183,33,68,15,29,6,7,4,27,24,8,2,11,20,87
paytoel01,Elfrid Payton,POINT GUARD,25,NEW YORK KNICKS,45,1246,16.0,0.47,0.157,0.195,4.3,14.1,9.1,38.6,2.7,1.3,16.7,19.5,0.5,1.2,1.7,0.065,-0.4,0.4,0.0,0.6,Falsepaytoel01,Elfrid Payton,POINT GUARD,25,NEW YORK KNICKS,45,36,1246,193,440,14,69,49,86,52,160,323,70,17,96,89,449
paytoga02,Gary Payton II,SMALL FORWARD,27,WASHINGTON WIZARDS,29,432,11.3,0.473,0.397,0.069,6.3,14.2,10.1,14.8,3.6,1.4,14.3,13.4,0.0,0.4,0.5,0.051,-3.2,1.6,-1.6,0.0,Falsepaytoga02,Gary Payton II,SMALL FORWARD,27,WASHINGTON WIZARDS,29,17,432,48,116,13,46,4,8,26,54,48,33,7,20,54,113
pelleno01,Norvel Pelle,CENTER,26,PHILADELPHIA 76ERS,24,232,10.5,0.526,0.021,0.292,9.5,24.8,17.1,4.6,0.6,11.4,24.9,13.4,-0.2,0.5,0.3,0.069,-7.8,2.6,-5.2,-0.2,Falsepelleno01,Norvel Pelle,CENTER,26,PHILADELPHIA 76ERS,24,0,232,25,48,0,1,7,14,20,52,8,3,31,18,55,57
pinsoth01,Theo Pinson,SHOOTING GUARD,24,BROOKLYN NETS,33,365,5.2,0.37,0.516,0.103,2.9,12.2,7.7,21.7,2.2,0.9,16.9,22.3,-1.0,0.4,-0.6,-0.078,-6.8,-0.2,-7.0,-0.5,Falsepinsoth01,Theo Pinson,SHOOTING GUARD,24,BROOKLYN NETS,33,0,365,45,155,15,80,15,16,10,44,56,17,4,33,35,120
plumlma01,Mason Plumlee,CENTER,29,DENVER NUGGETS,61,1057,18.8,0.613,0.017,0.538,10.4,23.2,16.8,20.9,1.5,3.3,18.7,18.0,2.0,1.4,3.4,0.153,0.3,1.7,2.0,1.1,Falseplumlma01,Mason Plumlee,CENTER,29,DENVER NUGGETS,61,1,1057,177,288,0,5,83,155,98,219,154,33,38,82,143,437
poeltja01,Jakob Poeltl,CENTER,24,SAN ANTONIO SPURS,66,1171,19.1,0.612,0.0,0.323,12.1,22.5,17.3,13.6,1.5,7.1,15.1,13.2,2.4,1.6,4.0,0.163,0.5,2.0,2.5,1.3,Falsepoeltja01,Jakob Poeltl,CENTER,24,SAN ANTONIO SPURS,66,18,1171,166,266,0,0,40,86,131,244,116,37,95,54,126,372
poirivi01,Vincent Poirier,CENTER,26,BOSTON CELTICS,22,130,12.7,0.525,0.056,0.194,10.8,24.4,17.7,8.5,0.7,6.4,17.0,15.4,0.1,0.2,0.3,0.113,-4.8,1.0,-3.8,-0.1,Falsepoirivi01,Vincent Poirier,CENTER,26,BOSTON CELTICS,22,0,130,17,36,1,2,6,7,13,30,8,2,9,8,25,41
pondssh01,Shamorie Ponds,POINT GUARD,21,TORONTO RAPTORS,4,11,33.1,0.765,0.4,0.4,0.0,9.4,4.8,32.4,0.0,8.9,0.0,22.8,0.1,0.0,0.1,0.45,8.4,5.3,13.7,0.0,Falsepondssh01,Shamorie Ponds,POINT GUARD,21,TORONTO RAPTORS,4,0,11,3,5,1,2,2,2,0,1,2,0,1,0,2,9
poolejo01,Jordan Poole,SHOOTING GUARD,20,GOLDEN STATE WARRIORS,57,1274,7.2,0.454,0.528,0.237,0.7,9.6,5.0,15.8,1.3,0.7,11.8,21.1,-1.6,0.4,-1.2,-0.047,-4.4,-2.2,-6.6,-1.5,Falsepoolejo01,Jordan Poole,SHOOTING GUARD,20,GOLDEN STATE WARRIORS,57,14,1274,167,502,74,265,95,119,9,109,134,35,10,74,94,503
porteke02,Kevin Porter Jr.,SMALL FORWARD,19,CLEVELAND CAVALIERS,50,1162,10.8,0.535,0.375,0.24,2.1,13.5,7.7,13.9,1.9,1.0,16.7,20.5,-0.3,0.6,0.3,0.012,-3.2,-0.6,-3.8,-0.5,Falseporteke02,Kevin Porter Jr.,SMALL FORWARD,19,CLEVELAND CAVALIERS,50,3,1162,186,421,53,158,73,101,22,140,109,46,14,93,135,498
portemi01,Michael Porter Jr.,SMALL FORWARD,21,DENVER NUGGETS,55,903,19.8,0.617,0.384,0.188,8.2,23.9,16.1,7.9,1.5,2.6,10.6,22.3,1.8,1.1,2.9,0.154,2.4,-0.8,1.5,0.8,Falseportemi01,Michael Porter Jr.,SMALL FORWARD,21,DENVER NUGGETS,55,8,903,195,383,62,147,60,72,66,193,46,27,25,49,100,512
porteot01,Otto Porter,SMALL FORWARD,26,CHICAGO BULLS,14,331,15.8,0.55,0.443,0.193,4.1,12.3,8.0,11.9,2.2,1.7,6.8,21.0,0.4,0.4,0.8,0.112,0.8,0.2,1.0,0.3,Falseporteot01,Otto Porter,SMALL FORWARD,26,CHICAGO BULLS,14,9,331,62,140,24,62,19,27,13,35,25,15,6,11,31,167
portibo01,Bobby Portis,POWER FORWARD,24,NEW YORK KNICKS,66,1393,14.6,0.53,0.317,0.158,6.0,20.4,12.9,11.1,1.1,1.2,10.4,21.4,0.9,1.0,1.9,0.064,0.0,-1.1,-1.1,0.3,Falseportibo01,Bobby Portis,POWER FORWARD,24,NEW YORK KNICKS,66,5,1393,265,589,67,187,71,93,80,258,98,32,18,73,110,668
porzikr01,Kristaps Porziņģis,CENTER,24,DALLAS MAVERICKS,57,1814,20.2,0.551,0.432,0.304,5.9,25.1,15.6,8.8,1.1,5.4,8.0,27.0,2.6,2.6,5.2,0.138,1.8,0.1,1.9,1.8,Falseporzikr01,Kristaps Porziņģis,CENTER,24,DALLAS MAVERICKS,57,57,1814,398,932,142,403,226,283,100,440,102,41,115,92,185,1164
poweldw01,Dwight Powell,CENTER,28,DALLAS MAVERICKS,40,1061,15.9,0.677,0.17,0.485,7.5,14.8,11.2,7.7,1.5,1.8,11.5,12.6,2.6,1.0,3.6,0.162,0.4,0.9,1.3,0.9,Falsepoweldw01,Dwight Powell,CENTER,28,DALLAS MAVERICKS,40,37,1061,146,229,10,39,74,111,75,152,59,34,22,36,102,376
powelno01,Norman Powell,SHOOTING GUARD,26,TORONTO RAPTORS,52,1479,16.8,0.624,0.457,0.256,1.9,11.4,6.8,9.7,1.9,1.4,10.4,21.5,2.3,2.3,4.6,0.15,1.2,0.8,2.0,1.5,Falsepowelno01,Norman Powell,SHOOTING GUARD,26,TORONTO RAPTORS,52,26,1479,296,598,109,273,129,153,26,164,91,60,21,77,108,830
princta02,Taurean Prince,POWER FORWARD,25,BROOKLYN NETS,64,1857,9.1,0.497,0.583,0.12,2.8,18.1,10.6,9.2,1.5,1.1,14.0,20.4,-1.7,2.3,0.6,0.014,-2.8,-0.1,-2.9,-0.4,Falseprincta02,Taurean Prince,POWER FORWARD,25,BROOKLYN NETS,64,61,1857,278,739,146,431,71,89,50,331,116,57,25,127,159,773
randlch01,Chasson Randle,POINT GUARD,26,GOLDEN STATE WARRIORS,3,40,6.7,0.377,0.5,1.5,0.0,5.6,2.7,15.7,2.4,0.0,0.0,7.1,0.0,0.0,0.0,0.045,-6.0,0.2,-5.8,0.0,Falserandlch01,Chasson Randle,POINT GUARD,26,GOLDEN STATE WARRIORS,3,0,40,0,4,0,2,5,6,0,2,5,2,0,0,3,5
